Accession,Organism_Name,GenBank_RefSeq,Submitters,Organization,Org_location,Release_Date,Pangolin,PangoVersions,Surveillance_Sampling,Isolate,Species,Genus,Family,Molecule_type,Length,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Collection_Date,BioSample,BioProject
OL893928,Severe acute respiratory syndrome coronavirus 2,GenBank,"Blankenship,H.M., Riner,D., Soehnlen,M.","Michigan Department of Health and Human Services, Bureau of Laboratories",USA,17-12-2021,B.1.1.7,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,MI-MDHHS-SC25930,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29817,partial,,,,USA: Michigan,USA,MI,Homo sapiens,swab,23-03-2021,,
PP224281,Severe acute respiratory syndrome coronavirus 2,GenBank,"Andersen,K.","The Scripps Research Institute, Immunology and Microbiology",USA,29-01-2024,BA.5.2.1,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,SEARCH-202541,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29753,complete,,,,USA,USA,,Homo sapiens,,20-07-2022,SAMN36435328,PRJNA612578
OM006501,Severe acute respiratory syndrome coronavirus 2,GenBank,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Gao,H., Li,M., Gao,J., Fierro,J., Sapra,B., Tsai,B., Meng,Y., Ng,D., Xie,J., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,24-12-2021,BA.1,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,TRUE,CA-CDC-FG-195268,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29786,complete,,,,USA: California,USA,CA,Homo sapiens,oronasopharynx,15-12-2021,SAMN24375229,PRJNA731152
OM255744,Severe acute respiratory syndrome coronavirus 2,GenBank,"Van Belleghem,S., Papa,R., Planas,S., Ortiz,Y., Zenon,C., Huertas,L., Candelaria Velez,I., Cruz,M., Rodriguez Orengo,J., Godoy,F., Carlos Velez,J., Sariol,C.","University of Puerto RIco, Biology",USA,13-01-2022,AY.44,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,PR-UPRRP-4784,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29703,partial,,,,Puerto Rico,USA,PR,Homo sapiens,oronasopharynx,03-09-2021,,
OQ932205,Severe acute respiratory syndrome coronavirus 2,GenBank,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Unoarumhi,Y., Lacek,K.A., Morrison,S., Gulvik,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Mandal,P., Bajwa,M., Thornburg,N., Chau,R., Momin,N., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,07-05-2023,FL.15,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,TRUE,CA-CDC-QDX49458878,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29721,partial,,,,USA: California,USA,CA,Homo sapiens,oronasopharynx,20-04-2023,SAMN34896409,PRJNA716985
OM261602,Severe acute respiratory syndrome coronavirus 2,GenBank,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Clark,C., Campbell,P., Case,R., Ghorpade,V., Houdeshell,H., Kvalvaag,O., Nall,D., Sanders,E., Vest,A., Westlund,S., Hardison,M., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,13-01-2022,BA.1.15,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,TRUE,CA-CDC-ASC210572130,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29799,complete,,,,USA: California,USA,CA,Homo sapiens,,27-12-2021,SAMN24916044,PRJNA731148
OX493910,Severe acute respiratory syndrome coronavirus 2,GenBank,,"Kelvin Laboratories, Royal Hospitals site, Grosvenor Road, Belfast, BT12 6BA; and: Genomics Core Technology Unit, Queens University Belfast, 97 Lisburn Road, Belfast Bt9 7Bl",,01-05-2023,BA.2,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29850,complete,,,,United Kingdom:Northern_Ireland,United Kingdom,,Homo sapiens,,13-03-2022,SAMEA112974070,PRJEB37886
OY521373,Severe acute respiratory syndrome coronavirus 2,GenBank,,"Public Health Wales Microbiology Cardiff, University Hospital Wales Cardiff Wales Cf14 4Xw",,27-07-2023,AY.4,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29890,complete,,,,United Kingdom:Wales,United Kingdom,,Homo sapiens,,27-10-2021,SAMEA11040309,PRJEB37886
OL356214,Severe acute respiratory syndrome coronavirus 2,GenBank,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Gao,H., Li,M., Gao,J., Fierro,J., Sapra,B., Tsai,B., Meng,Y., Ng,D., Xie,J., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,05-11-2021,AY.20,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,TRUE,PR-CDC-FG-157185,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29812,partial,,,,USA: Puerto Rico,USA,PR,Homo sapiens,oronasopharynx,26-10-2021,SAMN22872613,PRJNA731152
PP300237,Severe acute respiratory syndrome coronavirus 2,GenBank,"Andersen,K.","The Scripps Research Institute, Immunology and Microbiology",USA,07-02-2024,BA.1,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,SEARCH-74961,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29813,complete,,,,USA,USA,,Homo sapiens,,17-01-2022,SAMN37038598,PRJNA612578
OY001093,Severe acute respiratory syndrome coronavirus 2,GenBank,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,22-06-2023,BA.5.2,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29844,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,03-07-2022,SAMEA113176852,PRJEB37886
PP410431,Severe acute respiratory syndrome coronavirus 2,GenBank,"Smith,E.A.","California Department of Public Health, IDLB VRDL/COVIDNet",USA,28-02-2024,JN.1.24,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,TRUE,CA-CDPH-6000018684,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29637,partial,,,,USA,USA,,Homo sapiens,,23-01-2024,SAMN40192539,PRJNA750736
OV105514,Severe acute respiratory syndrome coronavirus 2,GenBank,,"SIB, Ch. des Mines 9",Switzerland,05-12-2021,AY.43,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,SG-UZH-IMV-3ba563fd,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29890,partial,,,,Switzerland:SG,Switzerland,,Homo sapiens,,18-11-2021,SAMEA11354103,PRJEB43828
OV805402,Severe acute respiratory syndrome coronavirus 2,GenBank,"VanSteenhouse,H., Kasai,Y., Gray,D., Clugston,C., Dominiczak,A., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.","Wellcome Sanger Institute, Hinxton, Cambridgeshire, CB10 1SA",United Kingdom,09-02-2022,BA.1.1,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29873,partial,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,21-01-2022,SAMEA12795734,PRJEB37886
OW471061,Severe acute respiratory syndrome coronavirus 2,GenBank,,"WoSSVC, New Lister Building, Glasgow Royal Infirmary, 10-16 Alexandra Parade - Level 5, Glasgow G31 2ER, Scotland, United Kingdom / MRC-UoG CVR, Sir Michael Stoker Building, Garscube Campus, 464 Bearsden Road, Glasgow G61 1QH, Scotland",United Kingdom,16-04-2022,AY.4,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29897,complete,,,,United Kingdom:Scotland,United Kingdom,,Homo sapiens,,03-11-2021,SAMEA11614449,PRJEB37886
OY606052,Severe acute respiratory syndrome coronavirus 2,GenBank,,London,United Kingdom,30-07-2023,AY.4,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29896,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,13-06-2021,SAMEA9266471,PRJEB37886
OP052529,Severe acute respiratory syndrome coronavirus 2,GenBank,"Linares-Perdomo,O.J.","Utah Public Health Laboratory Infectious Disease submission group, Utah Public Health Laboratory",USA,25-07-2022,BA.2.12.1,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,TRUE,UT-UPHL-220716860414,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29748,partial,,,,USA,USA,,Homo sapiens,,09-06-2022,SAMN29904705,PRJNA614995
OK442712,Severe acute respiratory syndrome coronavirus 2,GenBank,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,09-10-2021,AY.25,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,TRUE,MI-CDC-QDX28939407,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29769,partial,,,,USA: Michigan,USA,MI,Homo sapiens,oronasopharynx,14-09-2021,SAMN22149499,PRJNA716985
OW416710,Severe acute respiratory syndrome coronavirus 2,GenBank,"Danish Covid-19 Genome,Consortium.","Artillerivej 5, 2300 Copenhagen S",Denmark,08-04-2022,AY.4,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29890,partial,,,,Denmark:Nordjylland,Denmark,,Homo sapiens,,27-10-2021,SAMEA13952518,PRJEB49401
OX595073,Severe acute respiratory syndrome coronavirus 2,GenBank,,Liverpool,United Kingdom,11-05-2023,B.3,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29873,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,24-03-2020,SAMEA7224703,PRJEB37886
OR707113,Severe acute respiratory syndrome coronavirus 2,GenBank,"Zidek,J.","Arizona Department of Health Services, Virology/Serology",USA,20-10-2023,XBB.1.16.15,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,TRUE,2023CV2726,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29652,partial,,,,"USA: AZ, Pima",USA,AZ,Homo sapiens,oronasopharynx,28-09-2023,,
OU193372,Severe acute respiratory syndrome coronavirus 2,GenBank,"Wynn,J., Hyland,M., The Lighthouse Lab in Alderley,Park., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.","Wellcome Sanger Institute, Hinxton, Cambridgeshire, CB10 1SA",United Kingdom,18-06-2021,B.1.1.7,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29884,partial,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,11-03-2021,SAMEA8500192,PRJEB37886
OM871366,Severe acute respiratory syndrome coronavirus 2,GenBank,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,01-03-2022,BA.1.1,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,TRUE,TN-CDC-LC0547343,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29718,complete,,,,USA: Tennessee,USA,TN,Homo sapiens,oronasopharynx,03-02-2022,SAMN26324514,PRJNA716984
OR958237,Severe acute respiratory syndrome coronavirus 2,GenBank,"Scribner,M.","California Department of Public Health, IDLB VRDL/COVIDNet",USA,13-12-2023,HK.3,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,TRUE,CA-CDPH-500128687,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29771,partial,,,,USA,USA,,Homo sapiens,,28-10-2023,SAMN38815528,PRJNA750736
OY844830,Severe acute respiratory syndrome coronavirus 2,GenBank,"Danish Covid-19 Genome,Consortium.","Artillerivej 5, 2300 Copenhagen S",Denmark,03-12-2023,BQ.1.1,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29870,partial,,,,Denmark:Sjaelland,Denmark,,Homo sapiens,,21-09-2022,SAMEA114768579,PRJEB49401
OX090452,Severe acute respiratory syndrome coronavirus 2,GenBank,,"WoSSVC, New Lister Building, Glasgow Royal Infirmary, 10-16 Alexandra Parade - Level 5, Glasgow G31 2ER, Scotland, United Kingdom / MRC-UoG CVR, Sir Michael Stoker Building, Garscube Campus, 464 Bearsden Road, Glasgow G61 1QH, Scotland",United Kingdom,15-06-2022,BA.2.8,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29629,complete,,,,United Kingdom:Scotland,United Kingdom,,Homo sapiens,,19-03-2022,SAMEA110122317,PRJEB37886
OQ911870,Severe acute respiratory syndrome coronavirus 2,GenBank,"Blankenship,H., Riner,D., Soehnlen,M.","Michigan Department of Health and Human Services, Bureau of Laboratories",USA,01-05-2023,XBB.1.5.35,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,TRUE,MI-MDHHS-SC44294,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29726,partial,,,,USA: Michigan,USA,MI,Homo sapiens,swab,03-04-2023,SAMN34492481,PRJNA776735
ON559508,Severe acute respiratory syndrome coronavirus 2,GenBank,"Wang,Y., Linde,E., Wagner,J., Mishra,P.J., Agarwal,P.K., Garcia,A.B., Taylor,T.","Oklahoma Department of Health, Public Health Lab- Molecular",USA,20-05-2022,BA.1.1,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,TRUE,OKPHL0014880,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29756,partial,,,,"USA: Oklahoma, Altus",USA,OK,Homo sapiens,,13-01-2022,,
OW774864,Severe acute respiratory syndrome coronavirus 2,GenBank,,"RKI-OSEDA, Nordufer 20, 13353 Berlin",Germany,06-05-2022,BA.1.17.2,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29752,partial,,,,Germany:Europe/Germany/North Rhine-Westphalia,Germany,,Homo sapiens,,25-01-2022,SAMEA13696218,PRJEB44987
OW715078,Severe acute respiratory syndrome coronavirus 2,GenBank,,"RKI-OSEDA, Nordufer 20, 13353 Berlin",Germany,03-05-2022,BA.1.1,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29756,partial,,,,Germany:Europe/Germany/Saxony,Germany,,Homo sapiens,,24-01-2022,SAMEA13690037,PRJEB44987
OW438047,Severe acute respiratory syndrome coronavirus 2,GenBank,"Danish Covid-19 Genome,Consortium.","Artillerivej 5, 2300 Copenhagen S",Denmark,13-04-2022,AY.4.6,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29890,partial,,,,Denmark:Hovedstaden,Denmark,,Homo sapiens,,15-10-2021,SAMEA13918579,PRJEB49401
OW276966,Severe acute respiratory syndrome coronavirus 2,GenBank,"Wynn,J., Hyland,M., The Lighthouse Lab in Alderley,Park., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.","Wellcome Sanger Institute, Hinxton, Cambridgeshire, CB10 1SA",United Kingdom,27-03-2022,BA.2,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29850,partial,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,15-03-2022,SAMEA13668714,PRJEB37886
OQ238099,Severe acute respiratory syndrome coronavirus 2,GenBank,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Ca,H., Morrison,S., Gulvick,C., Sula,E., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,12-01-2023,XBB.1,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,TRUE,GA-CDC-STM-B7JRQDYJ7,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29847,partial,,,,USA: Georgia,USA,GA,Homo sapiens,oronasopharynx,29-12-2022,SAMN32688452,PRJNA720050
OL964882,Severe acute respiratory syndrome coronavirus 2,GenBank,"Buck,G.A., Serrano,M.G., Edupuganti,L.","Virginia Commonwealth University, Microbiology and Immunology",USA,21-12-2021,AY.100,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,TRUE,UPWG696258,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29487,partial,,,,USA: VA,USA,VA,Homo sapiens,,2021-11,,
OR218406,Severe acute respiratory syndrome coronavirus 2,GenBank,"Scribner,M.","California Department of Public Health, IDLB VRDL/COVIDNet",USA,30-06-2023,BQ.1.14,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,TRUE,CA-CDPH-FS27890810,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29608,partial,,,,USA,USA,,Homo sapiens,,15-10-2022,SAMN36081854,PRJNA750736
OU857079,Severe acute respiratory syndrome coronavirus 2,GenBank,"The Lighthouse Lab in Milton,Keynes., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.","Wellcome Sanger Institute, Hinxton, Cambridgeshire, CB10 1SA",United Kingdom,21-10-2021,AY.4,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29890,partial,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,04-10-2021,SAMEA10356191,PRJEB37886
OU829952,Severe acute respiratory syndrome coronavirus 2,GenBank,"Wynn,J., Hyland,M., The Lighthouse Lab in Alderley,Park., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.","Wellcome Sanger Institute, Hinxton, Cambridgeshire, CB10 1SA",United Kingdom,14-10-2021,AY.4,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29890,partial,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,29-09-2021,SAMEA10296456,PRJEB37886
PP191408,Severe acute respiratory syndrome coronavirus 2,GenBank,"Scribner,M.","California Department of Public Health, IDLB VRDL/COVIDNet",USA,23-01-2024,JN.1,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,TRUE,CA-CDPH-500130385,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29740,partial,,,,USA,USA,,Homo sapiens,,03-12-2023,SAMN39574177,PRJNA750736
OZ204298,Severe acute respiratory syndrome coronavirus 2,GenBank,,"Public Health Wales Microbiology Cardiff, University Hospital Wales Cardiff Wales Cf14 4Xw",,19-11-2024,KP.3.1.1,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29841,complete,,,,United Kingdom:Wales,United Kingdom,,Homo sapiens,,31-10-2024,SAMEA117118001,PRJEB37886
OY039059,Severe acute respiratory syndrome coronavirus 2,GenBank,,"RKI-OSEDA, Nordufer 20, 13353 Berlin",Germany,22-06-2023,BF.14,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29726,partial,,,,Germany:Europe/Germany/Thuringia,Germany,,Homo sapiens,,11-10-2022,SAMEA113646716,PRJEB44987
OK194036,Severe acute respiratory syndrome coronavirus 2,GenBank,"Howard,D., Batra,D., Cook,P.W., Moser,K., Paskey,A., Caravas,J., Rambo-Martin,B., Morrison,S., Gulvick,C., Sammons,S., Unoarumhi,Y., Wagner,D., Schmerer,M., De Feo,E., Antico,J., Tran,C., Tolentino,M., Wickline,S., Gietzen,K., Sickler,B., Liu,J., Allen,E., Febbo,P., Washington,N.L., White,S., Levan,G., Barrett,K.S., Cirulli,E., Bolze,A., Ascencio,A., Rivera-Garcia,C., Cho,R., Nguyen,J., Wang,S., Ramirez,J., Cassens,T., Sandoval,E., Isaksson,M., Lee,W., Becker,D., Laurent,M., Lu,J., Paden,C.R., MacCannell,D., Lacek,K.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,21-09-2021,B.1.1.7,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,TRUE,FL-CDC-STM-000059751,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29817,partial,,,,USA: Florida,USA,FL,Homo sapiens,oronasopharynx,20-04-2021,,
OV065935,Severe acute respiratory syndrome coronavirus 2,GenBank,"Berkshire, Surrey Pathology Services Lighthouse,Laboratory., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.","Wellcome Sanger Institute, Hinxton, Cambridgeshire, CB10 1SA",United Kingdom,25-11-2021,AY.6,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29890,partial,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,30-10-2021,SAMEA10968223,PRJEB37886
